"Please read a description of the CSV at this link: https://www.humanitarianoutcomes.org/sites/default/files/gdho_read_me.xlsx"
Id,Year,Name,"Abbreviated name",Type,"International or national",Website,"HQ location","Year founded","Year closed","Countries of Operation (count)",Sector,"Religious or secular",Religion,"Red Cross Code of Conduct signatory","CHS member","InterAction member","ICVA member",Staff,"Staff Imputed",Natl,"Natl Imputed",Intl,"Intl Imputed","% Intl","OPE approx (USD)","OPE Imputed",OPE/staff,"OPE (inflation adjusted)","OPE (original currency)","HumExp approx (USD)","HumExp Imputed","HumExp (inflation adjusted)",Afghanistan,Albania,Algeria,"American Samoa",Andorra,Angola,Anguilla,Antarctica,"Antigua and Barbuda",Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,"Bosnia and Herzegovina",Botswana,"Bouvet Island",Brazil,"British Indian Ocean Territory","Brunei Darussalam",Bulgaria,"Burkina Faso",Burundi,Cambodia,Cameroon,Canada,"Cape Verde","Cayman Islands","Central African Republic",Chad,Chile,China,"Christmas Island","Cocos (Keeling) Islands",Colombia,Comoros,Congo,"Cook Islands","Costa Rica","Cote D'Ivoire",Croatia,Cuba,Cyprus,"Czech Republic",Denmark,Djibouti,Dominica,"Dominican Republic","DR Congo",Ecuador,Egypt,"El Salvador","Equatorial Guinea",Eritrea,Estonia,Ethiopia,"Falkland Islands (Malvinas)","Faroe Islands",Fiji,Finland,France,"French Guiana","French Polynesia","French Southern Territories",Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,"Heard Island and Mcdonald Islands","Holy See (Vatican City State)",Honduras,"Hong Kong",Hungary,Iceland,India,Indonesia,"Iran, Islamic Republic of",Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Democratic People's Republic of","Korea, Republic of",Kuwait,Kyrgyzstan,"Lao People's Democratic Republic",Latvia,Lebanon,Lesotho,Liberia,"Libyan Arab Jamahiriya",Liechtenstein,Lithuania,Luxembourg,Macao,"Macedonia, the Former Yugoslav Republic of",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,"Marshall Islands",Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Federated States of","Moldova, Republic of",Monaco,Mongolia,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,"Netherlands Antilles","New Caledonia","New Zealand",Nicaragua,Niger,Nigeria,Niue,"Norfolk Island","Northern Mariana Islands",Norway,"Occupied Palestinian Territories",Oman,Pakistan,Palau,Panama,"Papua New Guinea",Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,"Puerto Rico",Qatar,Reunion,Romania,"Russian Federation",Rwanda,"Saint Helena","Saint Kitts and Nevis","Saint Lucia","Saint Pierre and Miquelon","Saint Vincent and the Grenadines",Samoa,"San Marino","Sao Tome and Principe","Saudi Arabia",Senegal,"Serbia and Montenegro",Seychelles,"Sierra Leone",Singapore,Slovakia,Slovenia,"Solomon Islands",Somalia,"South Africa","South Georgia and the South Sandwich Islands","South Sudan",Spain,"Sri Lanka",Sudan,Suriname,"Svalbard and Jan Mayen",Swaziland,Sweden,Switzerland,"Syrian Arab Republic",Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,"Trinidad and Tobago",Tunisia,Turkey,Turkmenistan,"Turks and Caicos Islands",Tuvalu,Uganda,Ukraine,"United Arab Emirates","United Kingdom","United States","United States Minor Outlying Islands",Uruguay,Uzbekistan,Vanuatu,Venezuela,Vietnam,"Virgin Islands, British","Virgin Islands, U.s.","Wallis and Futuna","Western Sahara",Yemen,Zambia,Zimbabwe
282,2012,"Batey Relief Alliance",BRA,INGO,International,http://bateyrelief.org,"United States",1997,,4,,Secular,,,,,,,,,,,,,"$8,089,577",A,"$6,920.08","$10,313,071",,"$8,006,456",A,"$10,207,103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
310,2021,"Buddhist Tzu Chi Foundation",,INGO,International,http://www.tzuchi.org/,"United States",1966,,47,,Religious,Buddhist,,,,,,,,,,,,"$34,178,000",A,"$30,059.81","$36,860,356",,"$17,262,000",A,"$18,616,755",,,,,,,,,,1,,,1,1,,,,,,,,,,,,1,,,,1,,1,,,,1,,1,,,,,1,1,,,,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,,,1,1,,,1,1,,,1,,,,1,1,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,1,,,,1,1,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,1,,,1,,,1,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,1
5232,2020,"Building Foundation for Development",BFD,NNGO,,https://bfdyemen.org/en,Yemen,2015,,1,,,,,,,,179,A,,,,,,"$20,340,000",A,"$113,631.28","$23,003,431",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
5247,2021,BuildOn,,INGO,,https://www.buildon.org,,2012,,8,Education,,,,,,,,,,,,,,"$11,564,977",A,"$10,171.48","$12,472,619",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,2021,"Burnet Institute",,INGO,International,http://www.burnet.edu.au/,Australia,,,1,Health,Secular,,,,,,,,,,,,,"$17,396,000",A,"$15,299.91","$18,761,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,2013,"C.I.S. Development Foundation",CISDF,INGO,International,http://www.cisdf.org,"United States",1994,2015,1,,Secular,,,,,,,,,,,,,"$43,696,162",A,"$44,451.84","$54,902,264",,"$43,511,571",A,"$54,670,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5215,2021,"Canadian Food Grains Bank",,INGO,,https://foodgrainsbank.ca,Canada,1983,,32,"Food security/agriculture",,,,,,,,,,,,,,"$41,465,405",A,"$36,469.13","$44,719,691",,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,1,,1,,,,,,,,1,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,1
359,2020,"Catholic Agency for Overseas Development",CAFOD,INGO,International,http://www.cafod.org.uk,"United Kingdom",1962,,41,,Religious,Christian,,,,,252,A,,,,,,"$43,100,000",A,"$171,031.75","$48,743,750",,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,1,,,,1,,,,,,1,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,1,,,,,1,,1,,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,1,,,1,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,1
364,2020,"Catholic Near East Welfare Association",CNEWA,INGO,International,http://www.cnewa.org/,"United States",1926,,1,,Religious,Christian,,,,,,,,,,,,"$18,884,647",A,"$22,780.03","$21,357,506",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,2021,"Catholic Organisation for Relief and Development Aid",CORDAID,INGO,International,http://www.cordaid.org/,Netherlands,1914,,35,,Religious,Christian,,,,,1380,A,,,,,,"$221,677,000",A,"$160,635.51","$239,074,642",,"$164,040,980",A,"$176,915,235",1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,,1,1,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,1,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,,1,,1,1,,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,1
366,2021,"Catholic Relief Services",CRS,INGO,International,http://www.catholicrelief.org,"United States",1965,,116,,Religious,Christian,,,,,,,,,,,,"$1,073,106,000",A,"$144,234.68","$1,157,325,447",,"$843,202,000",A,"$909,378,133",1,1,1,,,1,,,,,1,,,,1,,,1,,1,,,1,,,,1,1,,1,,,,1,1,1,1,,1,,1,1,1,1,,,1,,1,,,1,1,1,1,,,1,1,1,1,1,1,1,,1,,1,,,1,,,,,,,1,1,,1,,,,1,,,1,1,1,,1,,,1,,,,1,1,,1,,1,1,1,,1,1,1,,,,,1,1,,1,1,1,1,,,,,1,1,1,,,1,,1,,1,,,1,1,1,,1,,,1,1,1,,1,,,,,1,1,1,,,,,1,,1,,,,,1,1,,,,,,,,,1,,,1,,,1,,,,1,1,,1,,,,,,1,,1,,1,1,,,1,,,,,1,1,1,1,1,,1,1,1,1,1,,,1,1,,,1,,,1,,1,1,,,,,1,1,1
454,2012,"Children's Hunger Relief Fund, Inc.",CHRF,INGO,International,www.chrf.org,"United States",1975,,26,Children/youth,Religious,Christian,,,,,,,,,,,,"$57,874,364",A,"$17,725.69","$73,781,660",,"$56,054,866",A,"$71,462,056",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1
457,2021,"Christian Aid",,INGO,International,http://www.christianaid.org.uk,"United Kingdom",1945,,27,,Religious,Christian,,,,,485,A,,,,,,"$107,945,205",A,"$222,567.43","$116,416,955","GBP 78800000","$44,520,548",A,"$48,014,607",1,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,1,,,,1,,,1,,1,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1
368,2021,"Christian Blind Mission International",CBM,INGO,International,http://www.cbm.org/,Germany,1908,,75,Disabilities,Religious,Christian,,,,,,,,,,,,"$14,236,000",A,"$4,703.01","$15,353,269",,,,,1,,,,,1,,,,,,,,,,,,1,,,,1,1,,,1,,,,1,,,,1,1,1,1,,,,1,1,,1,,,1,,1,,,1,,1,,,,1,,1,1,1,1,1,,1,,1,,,,,,,,,1,,,,1,,,,,,,1,1,,,1,,,1,,,,1,1,,1,,,,1,,1,,1,,,,,,1,,1,1,,,,,,,,1,1,1,,,,,,,,,1,,,,,,1,,1,,,1,,,,,1,1,1,,,,,1,,1,,,1,1,1,1,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,1,,,,1,1,,,1,,,1,,1,1,1,1,1,,,,,,,,,1,,,,,,,,,,1,,,,,1,1,1
4870,2021,"Christian Relief Services",,INGO,International,www.christianrelief.org,"United States",1985,,10,,Religious,Christian,,,,,,,,,,,,"$23,821,300",A,"$20,951.01","$25,690,842",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1
469,2021,"Church World Service",CWS,INGO,International,http://www.cwsglobal.org/,"United States",1946,,34,,Religious,Christian,,,1,1,,,,,,,,"$57,873,079",A,"$37,506.86","$62,415,071",,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,1,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,1,,,,,,,1,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,1,,1,,,,1,,,,,,,
479,2020,"CitiHope International, Inc.",,INGO,International,www.citihope.org,"United States",1985,,12,,Religious,Christian,,,,,8,A,,,,,,"$34,772,209",A,"$4,346,526.12","$39,325,473",,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
482,2020,"CIVICUS: World Alliance for Citizen Participation",,INGO,International,http://civicus.org/,,,,1,,,,,,,,,,,,,,,"$10,967,404",A,"$13,229.68","$12,403,536",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,2020,"Civil Voluntary Group/Gruppo di Volontariato Civile- We World",GVC,INGO,International,www.gvc-italia.org,Italy,,,26,,,,,,,,1040,A,633,A,407,A,39%,"$32,755,348",A,"$31,495.53","$37,044,513","Euro 29479813",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
504,2020,"Comitato Internazionale Per Lo Sviluppo Dei Popoli",CISP,INGO,International,www.cisp-ngo.org,Italy,1983,,30,,Secular,,1,,,,,,,,,,,"$26,358,226",A,"$31,795.21","$29,809,717","Euro 23722403",,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,,,,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
505,2021,"Comité catholique contre la faim et pour le développement",CCFD,INGO,International,http://ccfd-terresolidaire.org/,France,1984,,70,,Religious,Christian,,,,,168,A,,,,,,"$41,097,561",A,"$244,628.34","$44,322,978","Euro 33700000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5217,2021,"Community Development Centre",CODEC,NNGO,,https://www.codecbd.org,Bangladesh,1985,,1,,,,,,,,,,,,,,,"$17,153,504",A,"$15,086.64","$18,499,744","BDT 1427000000",,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,2021,"Concern Worldwide",,INGO,International,http://www.concern.net,Ireland,1968,,24,,Secular,,1,,,,4191,A,3989,A,202,A,5%,"$239,175,610",A,"$57,068.86","$257,946,577","Euro 196124000",,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,1,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,1,,,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
336,2021,"Cooperative for Assistance and Relief Everywhere",CARE,INGO,International,http://www.care.org,Switzerland,1945,,102,,Secular,,1,,,,12181,A,11812,A,369,A,3%,,,,,,,,,1,,,,,1,,,,,1,,1,1,1,,,1,,,,,1,,,1,1,,,1,,,,,1,1,1,1,,,,1,1,,,,,,,,,1,1,1,,1,1,,,,1,1,1,1,,,,1,,,,,1,,,,,,1,1,1,,,,,,,1,,,,1,,,1,,,,1,1,,,,,,,1,1,,1,,,,,,1,,,1,1,,,,1,,1,1,1,,,1,,,,,,,,,,,,,1,1,1,,,1,1,,,,1,1,,,,,1,1,,1,,,1,,1,1,,,,,,,1,,1,,,,,,,,,,,1,,1,,,,,1,1,,,,1,1,,,,,,,,,1,1,,1,,,,,,,,,1,,,1,1,,,,1,,1,,,,,1,,1
555,2021,"Cooperazione e Sviluppo",CEVSI,INGO,International,www.cesvi.org,Italy,1985,,58,,Secular,,,,,,488,A,454,A,34,A,7%,$43,A,$0.09,$46,"Euro 35395113",$24,A,$26,1,1,,,,1,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,1,,,,,1,,1,,,,,,,1,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,,,,,,,,1,,,1,,,1,,1,,,1,,,,,1,,,,,1,,,,,,,1,,,,,,1,1,1,,,1,,,,,1,1,,,,,,1,,1,,,,1,1,1,,,,,,,1,,1,,,,,,,,,,1,1,,,,,,,1,1,,1,,1,,,,,,,,,1,,1,1,1,,,,,1,,,,1,,,,,,1,,,1,1,,,,,,,1
556,2021,"Cooperazione Internazionale",COOPI,INGO,International,http://www.coopi.org/en/,Italy,1965,,33,,Secular,,,,,,1719,A,1563,A,156,A,9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
560,2021,"Cooperazione per lo Sviluppo dei Paesi Emergenti",COSPE,INGO,International,www.cospe.org,Italy,1983,,24,,,,,,,,,,,,,,,"$16,028,488",A,"$14,097.18","$17,286,435","Euro 13143360",,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,
564,2021,"Coordination of Humanitarian Assistance",CHA,NNGO,National,http://www.cha-net.org,Afghanistan,1987,,1,,Secular,,,,,,2900,A,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7151,2022,"Core Response",,INGO,,https://www.coreresponse.org,"United States",2017,,7,,Secular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,
580,2021,"Cross International",CI,INGO,International,http://www.crossinternational.org,"United States",2001,,18,,Religious,Christian,,,,,,,,,,,,"$79,631,668",A,"$51,608.34","$85,881,316",,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,
598,2021,"DanChurchAid (FOLKEKIRKENS NODHJAELP)",DCA,INGO,International,http://www.danchurchaid.org,Denmark,1922,,37,,Religious,Christian,,1,,,,,,,,,,$128,A,,$138,"DKK 778000000",,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,1,,1,,,,,1,1,,1,,,1,,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1
600,2020,"Danish Committee for Aid to Afghan Refugees",DACAAR,INGO,International,www.dacaar.org,Denmark,1984,,1,,Secular,,,,,,1000,A,994,A,6,A,1%,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
